date,cash,equity,open_positions
2024-10-16,-1.1368683772161603e-13,126471.78310282019,3
2024-10-17,-1.1368683772161603e-13,132007.46267508058,3
2024-10-18,-1.1368683772161603e-13,130864.99924439346,3
2024-10-21,-1.1368683772161603e-13,133023.33370947576,3
2024-10-22,-1.1368683772161603e-13,132076.81145885738,3
2024-10-23,-1.1368683772161603e-13,129938.20695046803,3
2024-10-24,-1.1368683772161603e-13,129075.94461225373,3
2024-10-25,-1.1368683772161603e-13,131043.2993340265,3
2024-10-28,-1.1368683772161603e-13,128546.04520833242,3
2024-10-29,-1.1368683772161603e-13,130935.05145147134,3
2024-10-30,-1.1368683772161603e-13,129169.18691721171,3
2024-10-31,-1.1368683772161603e-13,124565.7786077305,3
2024-11-01,-1.1368683772161603e-13,125772.51307185293,3
2024-11-04,0.0,125606.22734495963,3
2024-11-05,0.0,129042.42415494908,3
2024-11-06,0.0,131650.81157849455,3
2024-11-07,0.0,135455.22830804146,3
2024-11-08,0.0,135030.5430098886,3
2024-11-11,0.0,131564.44579978345,3
2024-11-12,0.0,131329.00740983337,3
2024-11-13,0.0,128936.11198886263,3
2024-11-14,0.0,128689.95633923542,3
2024-11-15,0.0,125295.99534142076,3
2024-11-18,0.0,125260.3348696182,3
2024-11-19,0.0,127767.76645594537,3
2024-11-20,0.0,126614.29392528522,3
2024-11-21,0.0,127653.7501335743,3
2024-11-22,0.0,126021.4954331186,3
2024-11-25,0.0,123255.17405511663,3
2024-11-26,0.0,123241.87162818197,3
2024-11-27,0.0,120914.49676375682,3
2024-11-29,0.0,123166.47197680126,3
2024-12-02,0.0,126510.0089717152,3
2024-12-03,0.0,126940.11076550855,3
2024-12-04,0.0,137460.9124993403,3
2024-12-05,0.0,136174.14435656252,3
2024-12-06,0.0,138264.7300366016,3
2024-12-09,0.0,134507.82656956368,3
2024-12-10,0.0,130976.3589344098,3
2024-12-11,0.0,136456.37669269214,3
2024-12-12,0.0,134123.84335024763,3
2024-12-13,0.0,152463.45935593336,3
2024-12-16,0.0,160864.9147051153,3
2024-12-17,0.0,152676.48560429885,3
2024-12-18,0.0,144358.50573800044,3
2024-12-19,0.0,144448.22203213876,3
2024-12-20,0.0,146827.7944156297,3
2024-12-23,0.0,152766.138242351,3
2024-12-24,0.0,155347.4286738527,3
2024-12-26,0.0,155983.5374445049,3
2024-12-27,0.0,153859.9683405389,3
2024-12-30,0.0,151181.0647473227,3
2024-12-31,0.0,149082.6595228928,3
2025-01-02,0.0,151334.77582866745,3
2025-01-03,0.0,155202.86143450646,3
2025-01-06,0.0,159260.4548546062,3
2025-01-07,0.0,154187.7601853514,3
2025-01-08,0.0,154145.7040655106,3
2025-01-10,0.0,151634.9655233492,3
2025-01-13,0.0,150465.45859612373,3
2025-01-14,0.0,150381.31625711394,3
2025-01-15,0.0,152792.20638189086,3
2025-01-16,0.0,155795.49948591355,3
2025-01-17,0.0,159906.24246345513,3
2025-01-21,0.0,161897.02327793397,3
2025-01-22,0.0,163785.35244944686,3
2025-01-23,0.0,164379.01362205224,3
2025-01-24,0.0,163755.7425357306,3
2025-01-27,0.0,136586.54282469704,3
2025-01-28,0.0,141820.5964371509,3
2025-01-29,0.0,142871.52122412866,3
2025-01-30,0.0,147925.01200671543,3
2025-01-31,0.0,150562.1635520326,3
2025-02-03,0.0,147721.63570183067,3
2025-02-04,0.0,148125.09625968937,3
2025-02-05,0.0,154407.09379338028,3
2025-02-06,0.0,155986.18252131404,3
2025-02-07,0.0,149585.85970147027,3
2025-02-10,0.0,153277.82435703633,3
2025-02-11,0.0,151799.82691619688,3
2025-02-12,0.0,149850.2392017156,3
2025-02-13,0.0,147768.12939513245,3
2025-02-14,0.0,149012.5753756605,3
2025-02-18,0.0,148083.23193002495,3
2025-02-19,0.0,149398.00718303546,3
2025-02-20,0.0,147695.43911298693,3
2025-02-21,0.0,143229.695404494,3
2025-02-24,0.0,136587.6169711436,3
2025-02-25,0.0,132616.131008913,3
2025-02-26,0.0,137051.57629540993,3
2025-02-27,0.0,127153.15395857848,3
2025-02-28,0.0,129271.41833242128,3
2025-03-03,0.0,122059.91120651203,3
2025-03-04,0.0,124960.55732713283,3
2025-03-05,0.0,127715.2661679705,3
2025-03-06,0.0,114558.17858611452,3
2025-03-07,0.0,117513.395321243,3
2025-03-10,0.0,111254.38353029962,3
2025-03-11,0.0,113263.13752658467,3
2025-03-12,0.0,116897.19017641687,3
2025-03-13,0.0,114449.86254403394,3
2025-03-14,0.0,115928.34676714102,3
2025-03-17,0.0,117001.95673216457,3
2025-03-18,0.0,113997.97580030689,3
2025-03-19,0.0,116370.7933228843,3
2025-03-20,0.0,116476.33961374048,3
2025-03-21,0.0,116497.61091512814,3
2025-03-24,0.0,118580.7531319489,3
2025-03-25,0.0,117350.8113563877,3
2025-03-26,0.0,111323.11340639909,3
2025-03-27,0.0,107608.63119980661,3
2025-03-28,0.0,104937.04568636988,3
2025-03-31,0.0,104521.54233245626,3
2025-04-01,0.0,105901.68760486867,3
2025-04-02,104332.10439608418,104332.10439608418,0
2025-04-03,104332.10439608418,104332.10439608418,0
2025-04-04,104332.10439608418,104332.10439608418,0
2025-04-07,104332.10439608418,104332.10439608418,0
2025-04-08,104332.10439608418,104332.10439608418,0
2025-04-09,104332.10439608418,104332.10439608418,0
2025-04-10,104332.10439608418,104332.10439608418,0
2025-04-11,104332.10439608418,104332.10439608418,0
2025-04-14,104332.10439608418,104332.10439608418,0
2025-04-15,104332.10439608418,104332.10439608418,0
2025-04-16,104332.10439608418,104332.10439608418,0
2025-04-17,104332.10439608418,104332.10439608418,0
2025-04-21,104332.10439608418,104332.10439608418,0
2025-04-22,104332.10439608418,104332.10439608418,0
2025-04-23,104332.10439608418,104332.10439608418,0
2025-04-24,104332.10439608418,104332.10439608418,0
2025-04-25,104332.10439608418,104332.10439608418,0
2025-04-28,104332.10439608418,104332.10439608418,0
2025-04-29,104332.10439608418,104332.10439608418,0
2025-04-30,104332.10439608418,104332.10439608418,0
2025-05-01,104332.10439608418,104332.10439608418,0
2025-05-02,0.0,104136.58254212509,1
2025-05-05,0.0,102643.365928225,1
2025-05-06,0.0,102321.19663104575,1
2025-05-07,0.0,104734.89137761758,1
2025-05-08,0.0,106248.56739611959,1
2025-05-09,0.0,106468.4552762424,1
2025-05-12,0.0,113310.66695896287,1
2025-05-13,0.0,118853.97955364196,1
2025-05-14,0.0,118700.5652310339,1
2025-05-15,0.0,118966.48287002277,1
2025-05-16,0.0,116905.63872455648,1
2025-05-19,0.0,117938.62017360902,1
2025-05-20,0.0,118475.55859827231,1
2025-05-21,0.0,117478.37720578485,1
2025-05-22,0.0,117887.4794650808,1
2025-05-23,0.0,116961.89038274689,1
2025-05-27,0.0,120505.72143981229,1
2025-05-28,0.0,122438.72161693462,1
2025-05-29,0.0,123737.620704976,1
2025-05-30,0.0,123788.76141350421,1
2025-06-02,0.0,127184.29690060033,1
2025-06-03,0.0,131126.99763574285,3
2025-06-04,0.0,134474.42096270816,3
2025-06-05,0.0,134506.12071343366,3
2025-06-06,0.0,132434.7094546652,3
2025-06-09,0.0,133526.75713576403,3
2025-06-10,0.0,134003.78185082768,3
2025-06-11,0.0,135236.90361616184,3
2025-06-12,0.0,135916.39445044743,3
2025-06-13,0.0,134141.23142700826,3
2025-06-16,0.0,137072.4185032852,3
2025-06-17,0.0,136156.5133134128,3
2025-06-18,0.0,136544.4378411598,3
2025-06-20,0.0,135331.87029341605,3
2025-06-23,0.0,136911.24312980782,3
2025-06-24,0.0,141911.01857177194,3
2025-06-25,0.0,143439.272005239,3
2025-06-26,0.0,145426.5223267249,3
2025-06-27,0.0,146554.76663651576,3
2025-06-30,0.0,148205.04320408378,3
2025-07-01,0.0,146204.28557191172,3
2025-07-02,0.0,150366.10820502765,3
2025-07-03,0.0,149978.20959704486,3
2025-07-07,0.0,148012.3308958756,3
2025-07-08,0.0,147597.53248937707,3
2025-07-09,0.0,146365.09350922058,3
2025-07-10,0.0,147872.67521306602,3
2025-07-11,0.0,150169.97216087062,3
2025-07-14,0.0,149020.49171184908,3
2025-07-15,0.0,150074.14229798486,3
2025-07-16,0.0,147177.11987703753,3
2025-07-17,0.0,146137.0523820378,3
2025-07-18,0.0,148130.16832981003,3
2025-07-21,0.0,148414.70449734587,3
2025-07-22,0.0,144492.76502316885,3
2025-07-23,0.0,148535.16121096603,3
2025-07-24,0.0,149063.19976257114,3
2025-07-25,0.0,148103.2314384327,3
2025-07-28,0.0,148084.67295363202,3
2025-07-29,0.0,150353.18998216308,3
2025-07-30,0.0,150336.41060436325,3
2025-07-31,0.0,156836.52479296492,3
2025-08-01,0.0,152744.36414794397,3
2025-08-04,0.0,154409.16358474645,4
2025-08-05,0.0,151707.7120658341,4
2025-08-06,0.0,145566.78265094716,4
2025-08-07,0.0,149017.1545668516,4
2025-08-08,0.0,150248.43192209458,4
2025-08-11,0.0,150295.89084604877,4
2025-08-12,0.0,153210.11233519047,4
2025-08-13,0.0,156549.39215569035,4
2025-08-14,0.0,155246.2453214154,4
2025-08-15,0.0,153020.09955850034,4
2025-08-18,0.0,154836.99744215532,4
2025-08-19,0.0,151467.4584579205,4
2025-08-20,0.0,151077.6719056214,4
2025-08-21,0.0,148737.09154394545,4
2025-08-22,0.0,152982.3132240731,4
2025-08-25,0.0,154752.63595391082,4
2025-08-26,0.0,156448.12008212373,4
2025-08-27,0.0,157893.77865025896,4
2025-08-28,0.0,160922.3012213353,4
2025-08-29,0.0,156399.1480910293,4
2025-09-02,0.0,158369.47171463715,4
2025-09-03,0.0,162797.73152000445,3
2025-09-04,0.0,167916.43822208222,3
2025-09-05,0.0,166693.24761967943,3
2025-09-08,0.0,167910.56558351018,3
2025-09-09,0.0,170886.7653462299,3
2025-09-10,0.0,172867.5355146543,3
2025-09-11,0.0,173483.25895664358,3
2025-09-12,0.0,175139.67009228072,3
2025-09-15,0.0,183701.82861386545,3
2025-09-16,0.0,183917.97005864757,3
2025-09-17,0.0,182822.0784987442,3
2025-09-18,0.0,186102.86380734172,3
2025-09-19,0.0,188295.63508958087,3
2025-09-22,0.0,195271.09062083895,3
2025-09-23,0.0,193894.24416135484,3
2025-09-24,0.0,192153.12420542317,3
2025-09-25,0.0,189511.08291277048,3
2025-09-26,0.0,187977.14442731344,3
2025-09-29,0.0,198472.56359051366,3
2025-09-30,0.0,202873.02597371442,3
2025-10-01,0.0,216748.08133965827,3
2025-10-02,0.0,218126.62588870933,3
2025-10-03,0.0,219245.07245669342,3
2025-10-06,0.0,214378.69529932708,3
2025-10-07,0.0,204275.6570138171,3
2025-10-08,0.0,209144.19740829934,3
2025-10-09,0.0,205886.5027085754,3
2025-10-10,0.0,197144.85864056757,3
2025-10-13,0.0,204982.9038244727,3
2025-10-14,0.0,197309.5758946921,3
2025-10-15,0.0,205478.06614300006,3
2025-10-16,0.0,214631.4948036463,3
2025-10-17,0.0,214546.1642177249,3
2025-10-20,0.0,210638.3855880396,3
2025-10-21,0.0,208816.3058197267,3
2025-10-22,0.0,206898.2674463315,3
2025-10-23,0.0,216313.0752655057,3
2025-10-24,0.0,225489.04089327742,3
2025-10-27,0.0,223334.52998785797,3
2025-10-28,0.0,221030.8391391538,3
2025-10-29,0.0,244027.77486888424,3
2025-10-30,0.0,241960.96457058672,3
2025-10-31,0.0,244958.5217448289,3
2025-11-03,0.0,256381.7293485605,3
2025-11-04,0.0,242125.37052041866,3
2025-11-05,0.0,261660.75221969967,3
2025-11-06,0.0,264715.10186676204,3
2025-11-07,0.0,264501.0357603037,3
2025-11-10,0.0,280897.4385993643,3
2025-11-11,0.0,272226.83682957856,3
2025-11-12,0.0,270011.637606445,3
2025-11-13,0.0,255650.39393042837,3
2025-11-14,0.0,258248.00876931133,3
2025-11-17,0.0,259959.80744902784,3
2025-11-18,0.0,247448.67644676208,3
2025-11-19,0.0,248787.9497444988,3
2025-11-20,0.0,226409.17193056952,3
2025-11-21,0.0,227089.13605372404,3
2025-11-24,0.0,244577.1599317565,3
2025-11-25,0.0,249933.00096011598,3
2025-11-26,0.0,256614.7433261745,3
2025-11-28,0.0,263321.19116655795,3
2025-12-01,0.0,262788.45097849495,3
2025-12-02,0.0,259534.34146260316,3
2025-12-03,0.0,252582.93265529946,3
2025-12-04,0.0,254917.98300773936,3
2025-12-05,0.0,267257.93610744225,3
2025-12-08,0.0,273458.4101084417,3
2025-12-09,0.0,274540.6861820106,3
2025-12-10,0.0,290475.43250277266,3
2025-12-11,0.0,294199.24094993854,3
2025-12-12,0.0,275510.94011749304,3
2025-12-15,0.0,271224.2432177878,3
2025-12-16,0.0,271546.80849117145,3
2025-12-17,0.0,261170.81288942776,3
2025-12-18,0.0,278959.2151400265,3
2025-12-19,0.0,290004.4603981548,3
2025-12-22,0.0,287295.1605185902,3
2025-12-23,0.0,287948.5057451598,3
2025-12-24,0.0,293290.8442966122,3
2025-12-26,0.0,293946.17980265885,3
2025-12-29,0.0,294914.03797227814,3
2025-12-30,0.0,291961.4971298424,3
2025-12-31,0.0,285769.3467396713,3
2026-01-02,0.0,308959.8889367992,3
2026-01-05,0.0,308853.87213482603,3
2026-01-06,0.0,350901.32751252456,3
2026-01-07,0.0,330982.96096169006,3
2026-01-08,0.0,311664.40544245276,3
2026-01-09,0.0,331579.8332143849,3
2026-01-12,0.0,344514.6000778235,3
2026-01-13,0.0,341920.86069162504,3
2026-01-14,0.0,338699.3639123345,3
2026-01-15,0.0,346549.902153194,3
2026-01-16,0.0,356860.0176920443,3
2026-01-20,0.0,358307.7305030902,3
2026-01-21,0.0,383093.8228145717,3
2026-01-22,0.0,387445.76157201,3
2026-01-23,0.0,384181.40732245636,3
2026-01-26,0.0,387564.79958109953,3
2026-01-27,0.0,405771.7053898254,3
2026-01-28,0.0,454322.80387179914,3
2026-01-29,0.0,455088.80591656273,3
2026-01-30,0.0,418855.44497603225,3
2026-02-02,0.0,446365.5421585514,3
2026-02-03,0.0,455145.6085566621,3
2026-02-04,0.0,421099.8071489172,3
2026-02-05,0.0,412784.61476435617,3
2026-02-06,0.0,437240.8114864286,3
2026-02-09,0.0,433767.5570920446,3
2026-02-10,0.0,407616.0146625885,3
2026-02-11,0.0,430330.40079674916,3
2026-02-12,0.0,445380.48293980677,3
2026-02-13,0.0,441441.8552336191,3
2026-02-17,0.0,435303.3831864245,3
2026-02-18,0.0,452242.05080212024,3
2026-02-19,0.0,439332.3530843182,3
2026-02-20,0.0,444272.4607573446,3
2026-02-23,0.0,437724.6332882831,3
2026-02-24,0.0,427440.3979477277,3
2026-02-25,0.0,451179.4023817915,3
2026-02-26,0.0,437623.48832011136,3
2026-02-27,0.0,434500.0832754193,3
2026-03-02,0.0,419724.2778906128,3
2026-03-03,-1.8189894035458565e-12,390240.7253675462,3
2026-03-04,-1.8189894035458565e-12,409338.22791815584,3
2026-03-05,-1.8189894035458565e-12,404088.7810174384,3
2026-03-06,-1.8189894035458565e-12,382497.73477699875,3
2026-03-09,-1.8189894035458565e-12,405574.0807963267,3
2026-03-10,-1.8189894035458565e-12,416078.6541275461,3
2026-03-11,-1.8189894035458565e-12,423355.31524887215,3
2026-03-12,-1.8189894035458565e-12,410463.6090846327,3
2026-03-13,-1.8189894035458565e-12,426874.42738339707,3
2026-03-16,-1.8189894035458565e-12,444948.267851693,3
2026-03-17,-1.8189894035458565e-12,474201.08179673145,3
2026-03-18,-1.8189894035458565e-12,464363.2262095951,3
2026-03-19,-1.8189894035458565e-12,474806.35275768244,3
2026-03-20,-1.8189894035458565e-12,446615.59358799126,3
2026-03-23,-1.8189894035458565e-12,438523.49000806233,3
2026-03-24,-1.8189894035458565e-12,446407.9357886535,3
2026-03-25,-1.8189894035458565e-12,434983.70594380074,3
2026-03-26,-1.8189894035458565e-12,401495.2632494733,3
2026-03-27,-1.8189894035458565e-12,403595.6659489122,3
2026-03-30,-1.8189894035458565e-12,372783.7495086332,3
2026-03-31,-1.8189894035458565e-12,398734.4281486694,3
2026-04-01,-1.8189894035458565e-12,434562.635824181,3
2026-04-02,0.0,434967.13508924155,3
2026-04-06,0.0,452133.59007848345,3
2026-04-07,0.0,461093.9793720738,3
2026-04-08,0.0,495113.13273558393,3
2026-04-09,0.0,502065.124852431,3
2026-04-10,0.0,505206.8338360762,3
2026-04-13,0.0,514301.84099909465,3
2026-04-14,0.0,544514.7083823076,3
2026-04-15,0.0,535483.5527622325,3
2026-04-16,0.0,538399.4925594787,3
2026-04-17,0.0,548222.371808725,3
2026-04-20,0.0,543645.3182645568,3
2026-04-21,0.0,555582.8164371748,3
2026-04-22,0.0,580080.8633425258,3
2026-04-23,0.0,587252.8064655729,3
2026-04-24,0.0,593183.8939425102,3
2026-04-27,0.0,605913.243492153,3
2026-04-28,0.0,587400.738169546,3
2026-04-29,0.0,625419.0815638484,3
2026-04-30,0.0,645793.3138315544,3
2026-05-01,0.0,672332.5833064112,3
2026-05-04,0.0,695885.9155633488,3
2026-05-05,0.0,743938.1500167833,3
2026-05-06,0.0,768889.3161406154,3
2026-05-07,0.0,744435.0979782661,3
2026-05-08,0.0,798704.6401417523,3
2026-05-11,0.0,853216.6022828907,3
2026-05-12,0.0,819420.1003590343,3
2026-05-13,0.0,839959.2187061647,3
2026-05-14,0.0,822232.9659273064,3
2026-05-15,0.0,794704.2284640719,3
2026-05-18,0.0,748002.7801680388,3
2026-05-19,0.0,751174.6931226006,3
2026-05-20,0.0,772175.7953806687,3
2026-05-21,0.0,816899.6685899738,3
2026-05-22,0.0,811925.6990724811,3
2026-05-26,0.0,902418.4893493599,3
2026-05-27,0.0,926461.634320141,3
2026-05-28,0.0,927871.1297678342,3
2026-05-29,0.0,946926.23671445,3
2026-06-01,0.0,993857.7030501724,3
2026-06-02,0.0,1014879.2604991435,3
2026-06-03,0.0,1043587.9045301504,3
2026-06-04,0.0,1000301.9431897055,3
2026-06-05,0.0,891239.8637357595,3
2026-06-08,0.0,938305.5499652931,3
2026-06-09,0.0,917347.807976166,3
2026-06-10,0.0,875764.998943226,3
2026-06-11,0.0,951510.3013794826,3
2026-06-12,0.0,989955.0557388389,3
2026-06-15,0.0,1110294.4781001515,3
2026-06-16,0.0,1109872.439268365,3
2026-06-17,0.0,1148304.0682781613,3
2026-06-18,0.0,1199414.626022252,3
2026-06-22,0.0,1224627.9802371357,3
2026-06-23,0.0,1116212.3886511081,3
2026-06-24,0.0,1082568.9411918798,3
2026-06-25,0.0,1166045.7903322962,3
2026-06-26,0.0,1041124.9752197887,3
2026-06-29,1108804.4420526957,1108804.4420526957,0
